item_id,agenda_item_title,found_data_sheet,application_number,applicant,agent,architect,owner,matched_dev_applications_row,dev_app_street
2026.CC39.9,444 to 468 Eglinton Avenue West - Official Plan and Zoning By-law Amendment Application - Ontario Land Tribunal Hearing - Request for Directions,False,,,,,,False,
2026.CC41.14,155 St Dennis Drive - Ontario Land Tribunal Hearing - Request for Directions,False,,,,,,False,
2026.EY29.2,2256 Lake Shore Boulevard West - Official Plan Amendment and Zoning By-law Amendment Application - Decision Report - Approval,True,22 200446 WET 03 OZ,WND Associates Limited,,Core Architects,2589727 Ontario Limited,True,2256 LAKE SHORE BLVD
2026.EY30.1,2775 Jane Street - Zoning By-law Amendment - Decision Report - Approval,True,24 142776 WET 07 OZ,URBAN STRATEGIES,,,2775 JANE STREET LIMITED,True,2775 JANE ST
2026.EY31.2,2 to 4 Mendota Road - Official Plan and Zoning By-law Amendment - Decision Report - Approval,True,24 252687 WET 03 OZ,"GHD Limited 100 Milverton Drive Suite 404 Mississauga, ON L 5R 4H1","GHD Limited 100 Milverton Drive Suite 404 Mississauga, ON L5R 4H1","Pierce McClusky Architects 1908 Ironoak Way Suite 203 Oakville, ON L6H 0N1","Canadian Mini- Warehouse Properties Company 1740 Argentia Road Mississauga, ON L5N 3K3",True,2-4 MENDOTA RD
2026.EY31.3,"2915, 2917, 2939, 2941 and 2943 Bloor Street West - Zoning By-law Amendment Application - Appeal Report",True,25 208823 WET 03 OZ,Goldberg Group c/o Michael Goldburg,Goldberg Group c/o Michael Goldburg,Arcadis Architects (Canada) Ltd.,2915-2943 Bloor Street West Developments Ltd.,True,2915-2917 BLOOR ST
2026.EY32.1,2686 and 2688 Lake Shore Boulevard West - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval,True,25 184315 WET 03 OZ,Insoho Developments Inc,WND Planning and Associates,Wallman Architects,Lakeshore Birch Properties Inc,True,2688 LAKE SHORE BLVD
2026.EY32.5,3100 Weston Road - Zoning By-law Amendment Application - Appeal Report,True,25 189182 WET 07 OZ,David Mackay,MHBC,Lumbao Architects,1000331725 ONTARIO INC.,True,3100 WESTON RD
2026.NY33.2,75-81 Billy Bishop Way - Official Plan Amendment and Zoning By-law Amendment Applications - Appeal Report,True,25 125641 NNY 06 OZ,COLLIERS STRATEGY & CONSULTING,,,MANULIFE ONTARIO PROPERTY PORTFOLIO INC,True,75 BILLY BISHOP WAY
2026.NY34.12,245 Eglinton Avenue East - Official Plan Amendment and Zoning By-law Amendment Application- Decision Report - Approval,True,25 193910 NNY 15 OZ,COLLIERS DEVELOPMENT ADVISORY,,,CRESTVIEW INVESTMENT CORPORATION,True,245 EGLINTON AVE
2026.NY34.25,922 Millwood Road - Official Plan Amendment and Zoning By-law Amendment Application - Decision Report - Approval,True,25 227957 NNY 15 OZ,M BEHAR PLANNING & DESIGN INC,M BEHAR PLANNING & DESIGN INC,TAES ARCHITECTS INC,1000142683 ONTARIO INC,True,922 MILLWOOD RD
2026.NY34.8,1-11 Vinci Crescent - Official Plan Amendment and Zoning Amendment Applications - Decision Report - Approval,True,25 216777 NNY 06 OZ,MHBC PLANNING LIMITED,,,1-11 VINCI CRESCENT LTD,True,3 VINCI CRES
2026.NY34.9,1377 Sheppard Avenue West (Downsview West District) - Zoning By-law Amendment - Decision Report - Approval,True,24 232020 NNY 06 OZ,URBAN STRATEGIES,,INC.,PARC DOWNSVIEW PARK INC,True,1377 SHEPPARD AVE
2026.PH27.2,"Toronto Builds - 1631 and 1641 Queen Street East, and 1080 (Portion) and 1090 Eastern Avenue - Official Plan and Zoning By-law Amendment - Decision Report - Approval",True,21 1136860 STE 19 OZ,Create TO (City of Toronto),,SVN Architects & Planners,City of Toronto,False,
2026.PH27.20,Preserving Employment Lands and Protecting Local Jobs,False,,,,,,False,
2026.PH27.3,Scarborough Centre Secondary Plan - Final Report,False,,,,,,False,
2026.PH27.8,Visitor Parking Requirements for New Development,False,,,,,,False,
2026.PH29.4,RentSafeTO Update,False,,,,,,False,
2026.PH29.5,Advancing the City's Affordable Housing Access System,False,,,,,,False,
2026.PH29.6,105-109 Vanderhoof Avenue and 10 Brentcliffe Road - Official Plan Amendment Application - Appeal Report,False,,,,,,False,
2026.PH30.1,"Ookwemin Minising - City-Initiated Official Plan and Zoning By-law Amendment, and Precinct Plan Update - Decision Report - Approval",False,,,,,,False,
2026.PH30.2,Toronto Builds: 970 Kipling Avenue - Zoning By-law Amendment Application - Decision Report - Approval,True,26 127458 WET 03 OZ,Kilmer Infrastructure Developments,,,City of Toronto,True,970 KIPLING AVE
2026.PH30.3,3838 Bloor Street West - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval,True,26 105531 WET 02 OZ,ERA Architects Inc.,,ERA Architects Inc.,City of Toronto,True,3838 BLOOR ST
2026.PH30.6,Building Toronto's Housing Future - Housing Development Office 2026 Annual Toronto Builds Update and Three-Year Work Plan,False,,,,,,False,
2026.PH31.10,"Humber Bay Shores, Christie's Redevelopment and Park Lawn GO Station",False,,,,,,False,
2026.PH32.7,Billy Bishop Airport Proposed Expansion: Response to Council Request for Information on Housing and Transportation Impacts,False,,,,,,False,
2026.SC28.1,1212 to 1238 Kingston Road - Zoning By-law Amendment - Decision Report - Approval,True,24 214095 ESC 20 OZ,DAVID MORSE,,,1066470 ONTARIO INC,True,1212-1238 KINGSTON RD
2026.SC31.1,3307 and 3313 Ellesmere Road - Official Plan Amendment and Zoning By-law Amendment - Decision Report - Approval,True,25 230280 ESC 25 OZ,"MICHAEL TESTAGUZZA (THE BIGLIERI GROUP LTD) 2472 Kingston Road, Toronto, ON, M1N 1 V3","MICHAEL TESTAGUZZA (THE BIGLIERI GROUP LTD) 2472 Kingston Road, Toronto, ON, M1N 1V3","MAR ARCHITECT INC. 20 Mural Street, Unit 5, Richmond Hill, ON, L4B 1K3","1001184476 ONTARIO INC. 20 Mural Street, Unit 5, Richmond H ill, ON, L4B 1K3",True,3307 ELLESMERE RD
2026.SC31.3,"1710 and 1712 Ellesmere Road - Official Plan Amendment, Zoning By-law Amendment and Draft Plan of Subdivision Applications - Decision Report - Approval",True,23 165547 ESC 24 SB,Tridel,,Kirkor Architects and Planners,COMMUNITY LIVING TORONTO,True,1712 ELLESMERE RD
2026.SC32.1,"5, 7, 9 and 11 Bellamy Road South - Zoning By-law Amendment Application - Decision Report - Approval",True,25 124181 ESC 20 OZ,PROFILE DEVELOPMENTS INC,,,1319593 ONTARIO LIMITED,True,7 BELLAMY RD
2026.SC32.2,468 to 480 Danforth Road and 509 Birchmount Road - Zoning By-law Amendment Application - Decision Report - Approval,True,22 210128 ESC 20 OZ,ALTREE DEVELOPMENTS,,,468 DANFORTH DEVELOPMENTS LIMITED,True,468-480 DANFORTH RD
2026.SC33.1,1911 and 1921 Eglinton Avenue East - Official Plan Amendment and Zoning By-law Amendment Application - Decision Report - Approval,True,24 221616 ESC 20 OZ,KLM PLANNING PARTNERS INC,,,SAMUEL SARICK LIMITED GRADUATE HOLDINGS LIMITED,True,1911-1921 EGLINTON AVE
2026.SC33.12,60 Guildwood Parkway - Official Plan and Zoning By-law Amendment - Decision Report - Approval,True,25 232204 ESC 24 OZ,"EXTENDICARE (CANADA) INC. 3000 Steeles Avenue E - Suite 400, Markham ON L3R 4T9","EXTENDICARE (CANADA) INC. 3000 Steeles Avenue E - Suite 400, Markham ON L3R 4T9","KASIAN ARCHITECTURE 85 Hanna Avenue, Toronto ON M6K 3S3","EXTENDICARE (CANADA) INC. 3000 Steeles Avenue E - Suite 400, Markham ON L3R 4T9",True,60 GUILDWOOD PKWY
2026.SC33.2,"3310, 3312 and 3314 Kingston Road - Zoning By-law Amendment - Decision Report - Approval",True,20 219229 ESC 20 OZ,THE PLANNING PARTNERSHIP,,,KINGSTON NOMINEE LTD,True,3312 KINGSTON RD
2026.SC33.5,251 Staines Road (formerly addressed 311 Staines Road) -  Official Plan Amendment and Zoning By-law Amendment - Decision Report - Approval,True,25 110294 ESC 25 OZ,Tamil Community Centre (TCC),"Emma West BOUSFIELDS 3 Church Street Toronto, ON M5E 1M2","John Mckenna gh3* 55 Ossington Avenue, Suite 100 Toronto, ON M6J 2Y9",CITY OF TORONTO,True,251 STAINES RD
2026.SC33.9,"507, 511 and 513 Victoria Park Avenue and 4, 6, 7, 11 and 14 Thora Avenue - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval",True,24 254930 ESC 20 OZ,BATORY PLANNING AND MANAGEMENT,,,14 THORA INC.,True,507 VICTORIA PARK AVE
2026.TE28.12,353-355 Sherbourne Street and 157 Carlton Street - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval,True,,David Huynh (C/O Bousfields,N/A,KPMB Architects,353 Sherbourne Holdings.,False,
2026.TE29.12,"1684, 1698, 1700 and 1702 Queen Street East - Official Plan and Zoning By-law Amendment - Decision Report - Approval",True,25 150383 STE 19 OZ,Bousfields Inc.,,Graziani and Corazza Architects,Queen Kingston Holdings Inc.,True,1698 QUEEN ST
2026.TE31.24,9 Drumsnab Road - Alterations to a Designated Heritage Property in the South Rosedale Heritage Conservation District - Refusal,False,,,,,,False,
2026.TE32.10,"17-19, 23 and 25 Toronto Street and 55 and 57 Adelaide Street East - Zoning By-law Amendment Application - Decision Report - Approval",True,,SvN Architects and Planners,SvN Architects and Planners,SvN Architects and Planners,Goband (Toronto) Development Ltd. and Goband 57 (Toronto) Development Ltd.,False,
2026.TE32.11,"17-19, 23 and 25 Toronto Street and 55 Adelaide Street East - Alterations to Heritage Properties, Demolition of a Building within the St. Lawrence Neighbourhood Heritage Conservation District, Approval of a Replacement Building and Authority to Enter into a Heritage Easement Agreement",False,,,,,,False,
2026.TE32.12,"954, 956 and 958 Broadview Avenue and 72 Chester Hill Road - Official Plan Amendment and Zoning By-law Amendment Application - Decision Report - Approval",True,25 219469 STE 14 OZ,DIAMOND CORP & ALTERRA DEVELOPMENTS,,GRAZIANI + CORAZZA ARCHITECTS,DK BROADVIEW INC,True,954 BROADVIEW AVE
2026.TE32.5,1233 Yonge Street and 9 Woodlawn Avenue East - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval,True,21 251886 STE 11 OZ,BOUSFIELDS INC,,ARCADIS,WOODLAWN RESIDENCES CORP.,True,9 WOODLAWN AVE
2026.TE32.6,1233 Yonge Street and 9 Woodlawn Avenue East - Rental Housing Demolition Application - Decision Report - Approval,False,,,,,,False,
2026.TE34.12,1497 and 1501 Queen Street West and 89 and 91 Beaty Avenue - Official Plan and Zoning By-law Amendment Application - Decision Report - Approval,True,,PARKDALE ACTIVITY RECREATION CENTRE,,DTAH,PARKDALE ACTIVITY RECREATION CENTRE,False,
